# id step x y z vpar mu active
       0    0.000000000000000E+00          1   -6.938097120369052E-03   -7.991062530857017E-02    0.000000000000000E+00 T
       1    1.000000000000000E-03          1   -6.127623607786958E-03   -9.503824594828707E-01   -2.568032328209569E-04 T
       2    2.000000000000000E-03          1    1.441174333525588E+00   -2.142062026245003E+00   -6.715330214540288E+00 T
       3    3.000000000000000E-03          1   -2.805810772882978E+00   -9.128659903573862E+00    1.067360487228143E+00 T
       4    4.000000000000000E-03          1   -7.831807414913783E+00   -6.643882905409555E+00   -8.354828367359005E+00 T
       5    5.000000000000000E-03          1   -5.277977446748991E+00    7.675834085661336E+00   -9.882929089053505E+00 T
       6    6.000000000000000E-03          1    9.793515113939065E+00   -8.814683915057685E+00    4.235169300809503E-01 T
       7    7.000000000000000E-03          1    5.503212509800505E+00    5.569845418489422E+00   -5.247519522095899E+00 T
       8    8.000000000000000E-03          1   -8.302858525821648E-01    9.984987429394323E+00   -6.533918296653610E+00 T
       9    9.000000000000001E-03          1    9.545888062319136E+00   -9.060893643109011E+00   -1.544687315923511E+00 T
      10    1.000000000000000E-02          1    6.079712124876096E+00   -5.362353147938848E+00    9.227677460105042E+00 T
      11    1.100000000000000E-02          1    7.665038228442427E-01   -5.410239403430751E+00   -7.543489201489137E-01 T
      12    1.200000000000000E-02          1    2.005108342098538E+00   -3.870274781758781E+00    5.843458949391788E+00 T
      13    1.300000000000000E-02          1   -2.969656371160454E+00   -2.716970146291715E+00    8.161330125800305E+00 T
      14    1.400000000000000E-02          1    9.853771013129517E+00    9.115715434579215E+00   -5.449482439113126E+00 T
      15    1.500000000000000E-02          1    1.552691986405989E+00   -2.971107115750783E+00    4.422500085434876E+00 T
      16    1.600000000000000E-02          1   -6.786360621699714E+00   -9.012219581061800E+00    9.359858979768433E+00 T
      17    1.700000000000000E-02          1    8.188382892421942E-01   -4.397726397744918E+00    9.031402252264343E+00 T
      18    1.800000000000000E-02          1    3.708047463616822E+00   -2.529332158890611E+00   -4.530825754904072E+00 T
      19    1.900000000000000E-02          1    4.277615530532785E+00   -8.928522390400758E+00    9.140098322983249E+00 T
      20    2.000000000000000E-02          1   -6.494685964367818E+00    6.789252395974472E+00    9.981172035666532E+00 T
      21    2.100000000000000E-02          1   -8.618021067595691E+00   -1.380640269839205E+00   -1.139501808502246E+00 T
      22    2.200000000000000E-02          1   -6.213805163279176E+00    1.220181010314263E+00   -4.943722593292478E+00 T
      23    2.300000000000000E-02          1    6.168654716253513E+00    6.467582228360698E+00   -5.784973827037902E+00 T
      24    2.400000000000000E-02          1    9.044000734815199E+00   -4.794475057791715E+00   -6.080256249071681E+00 T
      25    2.500000000000000E-02          1   -7.682123946881802E+00    4.610272568970686E+00   -4.835979297502490E+00 T
      26    2.600000000000000E-02          1   -8.589076032010780E+00   -4.390700464202382E+00   -2.583407801786961E+00 T
      27    2.700000000000000E-02          1    8.445279198727803E+00   -5.931671380287298E+00    8.128613203215991E+00 T
      28    2.800000000000000E-02          1    8.997933067847043E+00    4.826692825386999E+00   -3.349149025803854E+00 T
      29    2.900000000000000E-02          1   -2.589295055891853E+00   -2.273097589699319E+00    2.936567265758640E+00 T
